name,bus,carrier,p_set,q_set,psse_bus,psse_bus_name,aggregated
27804-LD,27804,AC,23.12,-4.25,27804,GALWAY,False
28201-I,28201,AC,22.8,7.49,28201,GORTAWEE,False
28204-LD,28204,AC,6.57,1.01,28204,GORTAWEE,False
28601-LD,28601,AC,14.99,0.11,28601,GRANGE CASTL,False
28604-LD,28604,AC,16.89,-2.14,28604,GRANGE CASTL,False
28804-LD,28804,AC,8.06,0.63,28804,GLENLARA,False
29401-LD,29401,AC,6.27,2.04,29401,HAROLDS CROS,False
29501-LD,29501,AC,6.3,0.95,29501,HEUSTON SQUA,False
30804-LD,30804,AC,20.45,2.5,30804,INCHICORE,False
31004-LD,31004,AC,10.06,3.01,31004,IKERRIN,False
32201-LD,32201,AC,4.5,0.0,32201,KILBARRY,False
32204-LD,32204,AC,21.09,-6.35,32204,KILBARRY,False
32404-LD,32404,AC,9.66,-1.38,32404,KILTEEL,False
32604-LD,32604,AC,15.23,-0.96,32604,HY_KILKENNY,False
33004-LD,33004,AC,15.7,-3.85,33004,KNOCKEARAGH,False
33201-I,33201,AC,23.66,10.99,33201,KNOCKUMBER,False
33502-I,33502,AC,114.0,37.47,33502,KELLYSTOWN,False
33801-I,33801,AC,10.19,2.44,33801,KINNEGAD,False
34001-LD,34001,AC,5.7,0.48,34001,KILLOTERAN,False
34301-I,34301,AC,29.61,4.82,34301,KILMAHUD,False
35004-LD,35004,AC,5.13,-0.09,35004,LANESBORO,False
35404-LD,35404,AC,33.84,-0.02,35404,LIMERICK,False
35604-LD,35604,AC,11.0,2.88,35604,LISDRUM,False
35804-LD,35804,AC,17.68,-2.73,35804,LETTERKENNY,False
36001-LD,36001,AC,8.47,1.12,36001,LIBERTY STRE,False
36503-I,36503,AC,18.0,0.0,36503,BARNAKYLE,False
36802-I,36802,AC,13.98,1.09,36802,AUNGIERSTOWN,False
37501-LD,37501,AC,7.1,-0.82,37501,MISERY HILL,False
37601-LD,37601,AC,10.33,-0.85,37601,MACE ESB,False
37602-I,37602,AC,4.58,0.55,37602,MACE IBM,False
38001-LD,38001,AC,8.51,1.45,38001,MIDLETON,False
38004-LD,38004,AC,15.68,1.55,38004,MIDLETON,False
38204-LD,38204,AC,17.36,2.66,38204,MEATHHILL,False
38601-LD,38601,AC,2.49,-0.5,38601,MILLTOWN,False
38701-LD,38701,AC,3.59,-0.7,38701,MILLTOWN,False
38804-LD,38804,AC,9.66,4.79,38804,MACROOM,False
39601-LD,39601,AC,4.34,0.0,39601,MARINA,False
39801-I,39801,AC,21.5,12.1,39801,MUNGRET,False
40001-LD,40001,AC,5.45,-0.57,40001,MULLINGAR,False
40004-LD,40004,AC,12.0,-2.73,40004,MULLINGAR,False
40204-LD,40204,AC,8.11,0.2,40204,MALLOW,False
40404-LD,40404,AC,13.53,-0.72,40404,MOY,False
40602-I,40602,AC,4.46,1.33,40602,MULLAGHARLIN,False
40602-LD,40602,AC,2.29,-0.49,40602,MULLAGHARLIN,False
40801-LD,40801,AC,7.33,0.62,40801,MONREAD,False
41002-I,41002,AC,32.0,6.21,41002,NEWBURY,False
41102-I,41102,AC,43.0,7.17,41102,BANCROFT,False
42004-LD,42004,AC,15.04,-1.3,42004,BIO_NEWBRIDG,False
42101-LD,42101,AC,10.79,-0.99,42101,NORTH QUAYS,False
42204-LD,42204,AC,17.77,2.27,42204,HY_NAVAN,False
42604-LD,42604,AC,11.41,2.0,42604,NENAGH,False
42802-I,42802,AC,11.11,2.63,42802,NANGOR,False
43604-LD,43604,AC,10.57,-1.7,43604,HY_OUGHTRAGH,False
44001-LD,44001,AC,7.79,-0.51,44001,POPPINTREE,False
44804-LD,44804,AC,15.61,-3.78,44804,PORTLAOISE,False
44901-LD,44901,AC,3.5,-0.8,44901,PELLETSTOWN,False
45001-I,45001,AC,18.0,5.9,45001,PLATIN,False
45101-LD,45101,AC,7.29,0.0,45101,POTTERY ROAD,False
46210-I,46210,AC,34.84,14.0,46210,RYEBROOK,False
46214-I,46214,AC,34.84,14.0,46214,RYEBROOK,False
46224-I,46224,AC,34.84,14.0,46224,RYEBROOK,False
46501-LD,46501,AC,7.16,2.34,46501,RINGSEND,False
46804-LD,46804,AC,19.0,-1.53,46804,RATHKEALE,False
46902-I,46902,AC,12.8,2.24,46902,OLDBRIDGE,False
47004-LD,47004,AC,10.0,-0.49,47004,RICHMOND,False
47402-I,47402,AC,9.13,1.43,47402,RINAWADE,False
49001-I,49001,AC,2.29,0.7,49001,SHELTON ABBE,False
49504-LD,49504,AC,13.61,-2.88,49504,SALTHILL,False
49604-LD,49604,AC,19.48,-0.41,49604,SHANKILL,False
49804-LD,49804,AC,19.66,-1.31,49804,HY_SLIGO,False
50004-LD,50004,AC,11.0,-0.23,50004,SOMERSET,False
50301-LD,50301,AC,3.5,-0.73,50301,STEPHENSTOWN,False
50604-LD,50604,AC,5.93,-0.01,50604,STRATFORD,False
50901-LD,50901,AC,4.84,-0.22,50901,SINGLAND,False
51101-I,51101,AC,13.97,0.88,51101,SNUGBOROUGH,False
51103-I,51103,AC,21.96,1.39,51103,SNUGBOROUGH,False
51301-LD,51301,AC,3.5,-0.39,51301,TANEY,False
51801-LD,51801,AC,6.24,0.0,51801,TRABEG,False
51804-LD,51804,AC,20.67,3.8,51804,TRABEG,False
52204-LD,52204,AC,3.8,1.6,52204,TULABRACK,False
52301-LD,52301,AC,5.49,-1.0,52301,TRINITY,False
52604-LD,52604,AC,6.38,-0.88,52604,TRIEN,False
52804-LD,52804,AC,15.1,-3.32,52804,TRALEE,False
53004-LD,53004,AC,10.42,-2.23,53004,THURLES,False
53204-LD,53204,AC,11.53,2.68,53204,THORNSBERRY,False
53302-I,53302,AC,3.96,0.56,53302,YELLOWMEADOW,False
53404-LD,53404,AC,7.09,0.81,53404,TONROE,False
53604-LD,53604,AC,6.29,1.12,53604,TRILLICK,False
53804-LD,53804,AC,10.53,1.29,53804,TIPPERARY,False
54404-LD,54404,AC,21.0,0.86,54404,HY_WATERFORD,False
54801-I,54801,AC,9.0,5.1,54801,WHITEGATE,False
55002-LD,55002,AC,3.09,-0.58,55002,WEXFORD,False
55004-LD,55004,AC,16.98,-0.79,55004,PV_WEXFORD,False
55201-LD,55201,AC,9.0,3.64,55201,WOLFE TONE,False
70030-NI,70030,AC,6.07,0.87,70030,AGHY3-,False
70513-HL,70513,AC,0.91,0.3,70513,BAFD_GA,False
70514-HL,70514,AC,0.91,0.3,70514,BAFD_GB,False
70515-HL,70515,AC,0.91,0.3,70515,BAFD_GC,False
70516-HL,70516,AC,0.91,0.3,70516,BAFD_GD,False
71031-NI,71031,AC,9.38,1.34,71031,BAME3T,False
71032-NI,71032,AC,9.34,1.33,71032,BAME3R,False
71530-NI,71530,AC,11.67,1.66,71530,BANB3-,False
72530-NI,72530,AC,16.61,2.37,72530,BNCH3-,False
74030-NI,74030,AC,11.31,1.61,74030,CARN3-,False
74730-NI,74730,AC,14.17,2.02,74730,CENT3-,False
75030-NI,75030,AC,11.5,1.64,75030,COLE3-,False
75515-HL,75515,AC,0.91,0.3,75515,GEN_COOL,False
75516-HL,75516,AC,1.51,0.5,75516,GEN_COOL,False
75530-I,75530,AC,19.95,6.5,75530,COOL3,False
75530-NI,75530,AC,9.84,1.4,75530,COOL3,False
75830-NI,75830,AC,16.26,2.32,75830,CREA3,False
76031-NI,76031,AC,17.98,2.56,76031,CREG3A,False
76531-NI,76531,AC,13.17,1.88,76531,DONE3AS,False
76532-NI,76532,AC,12.75,1.82,76532,DONE3N,False
77030-NI,77030,AC,24.06,3.43,77030,DRUM3-,False
77530-NI,77530,AC,27.85,3.97,77530,DUNG3-,False
78030-NI,78030,AC,13.52,1.93,78030,DUNM3-,False
78530-NI,78530,AC,10.11,1.44,78530,EDEN3-,False
79030-NI,79030,AC,15.63,2.23,79030,ENNK3-,False
80030-NI,80030,AC,9.17,1.31,80030,FINY3-,False
80531-NI,80531,AC,5.3,0.75,80531,GLEN3-,False
82001-HL,82001,AC,3.63,1.19,82001,KILRG1-,False
82002-HL,82002,AC,3.63,1.19,82002,KILRG2-,False
82530-NI,82530,AC,13.35,1.9,82530,KNCK3A,False
83030-NI,83030,AC,12.66,1.8,83030,LARN3-,False
83530-NI,83530,AC,6.46,0.92,83530,LIMA3-,False
84030-NI,84030,AC,18.85,2.69,84030,LISB3-,False
84430-NI,84430,AC,11.17,2.27,84430,LSMR3-,False
84530-NI,84530,AC,11.13,2.26,84530,LOGE3-,False
86330-NI,86330,AC,12.03,1.71,86330,NARD3-,False
86530-NI,86530,AC,21.64,3.08,86530,NEWY3-,False
87530-NI,87530,AC,16.6,2.37,87530,OMAH3-,False
88030-NI,88030,AC,15.3,2.18,88030,RATH3-,False
88530-NI,88530,AC,9.92,1.41,88530,ROSE3-,False
89330-NI,89330,AC,9.65,1.38,89330,SPRN3-,False
89530-NI,89530,AC,11.85,1.69,89530,STRA3-,False
90530-NI,90530,AC,19.03,2.71,90530,WARN3-,False
