,Corderry wind,Moy wind,Clogher wind,Drumkeen wind,Cathaleen's Fall wind,Glenree wind,Binbane wind,Letterkenny wind,Sorne Hill wind,Sligo wind,Trillick wind,Ardnagappary wind,Croaghonagh wind
0,0.15065069641528553,0.21018640070086292,0.12213515058531874,0.16230402576814548,0.12101748353665791,0.23705014149083492,0.1356978593832868,0.18757809682357277,0.4441195246973089,0.23960230759903003,0.44411952469730887,0.14618853702655138,0.12213515058531874
1,0.15166499599084451,0.21134052338137127,0.11399225549790125,0.1625473109992338,0.11504061699492016,0.26656718953298786,0.13427667096340876,0.2132795039928303,0.34576419309055634,0.2374817765233198,0.3457641930905564,0.1435361160277926,0.11399225549790125
2,0.19840207866277343,0.2035179356209081,0.18384482764848992,0.22061281912126302,0.2138715031026202,0.2649175829978186,0.1922030399972533,0.2597980380928068,0.4109648136422917,0.2568940917298892,0.41096481364229165,0.16107626035159384,0.18384482764848992
3,0.11759361335536166,0.1638379608546161,0.09378073664607847,0.13076818259164683,0.12272478118001746,0.1840690549123128,0.12070145803072696,0.15383600430508754,0.27569926736189343,0.17218874505268109,0.27569926736189343,0.11809016751635064,0.09378073664607847
4,0.14119057732822843,0.18784008166790847,0.13577792226700242,0.202345532287704,0.1632911813493705,0.24768309993695564,0.1869177871553256,0.2255177066330371,0.31580899671221124,0.21103230235783457,0.3158089967122112,0.18834598329133195,0.13577792226700242
5,0.1777247116340948,0.17716595092711684,0.18846397038161106,0.24052350549564067,0.18832023860313943,0.21041575099699444,0.20351602427314772,0.25467632660256306,0.35761004722565504,0.21850979268971518,0.35761004722565504,0.2261074825534063,0.18846397038161106
6,0.1478330229049104,0.12375657664760843,0.136926817975029,0.1981022574917474,0.14029586463030594,0.1726256552608631,0.17351118072319952,0.21945521737328832,0.3425654213681384,0.16279137028418117,0.3425654213681384,0.17681775430462493,0.136926817975029
7,0.09147480857869258,0.08399960792913619,0.08530585176053034,0.1302289006680928,0.11048824973550908,0.11222215005514395,0.13226684679869444,0.1549456236621126,0.2638988776815267,0.11396396974229149,0.26389887768152664,0.11854549609774666,0.08530585176053034
8,0.16425382677753106,0.17136486624943345,0.1421782730314875,0.1838693627779274,0.18096444390773384,0.20417932285618007,0.22283170881652117,0.22269043265099597,0.3624651511945854,0.19355916407071716,0.36246515119458544,0.16481568046376363,0.1421782730314875
9,0.18291703107892077,0.14884531520958158,0.10099641057142011,0.13391617719208163,0.15426608058694208,0.17172406306603383,0.15170611460947478,0.179072568816322,0.27847066992130426,0.1748912054323401,0.27847066992130437,0.10775980344166901,0.10099641057142011
10,0.17296652512383068,0.150699834655667,0.10681993568447905,0.12115202172906211,0.15238410063439278,0.17151191783182818,0.1312485554208056,0.1619765449492308,0.26997160803021875,0.17160028723160306,0.2699716080302187,0.08928241385033381,0.10681993568447905
11,0.18191371934234513,0.0953929559565634,0.10688789249439215,0.12147239405744632,0.1540554312117595,0.14047437771310375,0.12447487254536697,0.1702695335283235,0.2429497370183304,0.16855793779595135,0.2429497370183304,0.08842184064004592,0.10688789249439215
12,0.16950951174923853,0.07454225116839257,0.10225145451756637,0.11313610939486343,0.13147646994561976,0.11744052000187333,0.11731834974897115,0.146801491546878,0.24220986785717538,0.16800398645427783,0.24220986785717538,0.07402205379018176,0.10225145451756637
13,0.31229477434551545,0.14987349686788493,0.18789429790310186,0.20204098522905892,0.2317004800698282,0.18076527410147886,0.20652315674929636,0.2700542468170496,0.3243382625755123,0.2843591013123826,0.3243382625755124,0.14244275353133717,0.18789429790310186
14,0.2690994525922549,0.14338809281950082,0.19781390408882554,0.19079342579595499,0.22594266048519326,0.17584034516181668,0.1907579446527982,0.2547262428627187,0.2672160956988814,0.2518422664018555,0.26721609569888144,0.1235579153292798,0.19781390408882554
15,0.22608675047904048,0.10571309403254608,0.18381272030192009,0.17383593470687808,0.2514921481778243,0.1441905052413932,0.17002960823478408,0.2189388895897183,0.23090592488487127,0.2032102259934144,0.23090592488487127,0.12015125889951773,0.18381272030192009
16,0.2516454852411374,0.10319103589891784,0.1912917498170011,0.18319666625760275,0.2587085971997371,0.16072845672111086,0.17648313454112566,0.20881070302811533,0.22051538873387633,0.2268415502110426,0.22051538873387633,0.1226017329274124,0.1912917498170011
17,0.28203926160147647,0.1196479046328687,0.217034859065242,0.25192693643574443,0.2715503540620863,0.1945580125725056,0.21998660198885137,0.2596524263298498,0.292725274004714,0.2664723590572808,0.29272527400471404,0.13955598812316192,0.217034859065242
18,0.2222898981597637,0.07761255386760255,0.2033097421178075,0.24173215823243432,0.27176658401696047,0.15430473412207887,0.1940573255757076,0.264405437767018,0.3597043030870304,0.1813158850078898,0.3597043030870304,0.15415276565838754,0.2033097421178075
19,0.2544140756520806,0.08388868409826294,0.18826950338110657,0.21099015237280966,0.28154742454243215,0.17340324020698872,0.19559650929599393,0.2294848516810809,0.3538994106565682,0.21500117044895298,0.3538994106565682,0.16539002290968302,0.18826950338110657
20,0.3123793931496306,0.11206362314532704,0.2346398776877103,0.25885169868640523,0.29767730279813565,0.2414949668484682,0.21344710567406414,0.29128911215706876,0.38651016676061445,0.2637518660061362,0.38651016676061445,0.21716340649045118,0.2346398776877103
21,0.2529845637983294,0.0772436680356057,0.16752192317554945,0.1955123710816933,0.19473703419658236,0.15207047518767391,0.1435125349681533,0.19985709783276406,0.28934030958371654,0.19883650647161666,0.2893403095837165,0.17203984791444935,0.16752192317554945
22,0.2937739970115698,0.07733775707273743,0.1713486813191479,0.20404289936610503,0.18314381234486113,0.15701486802385176,0.142312775913524,0.22832993649541283,0.3280259913515228,0.23209225809383166,0.32802599135152294,0.17501210304014103,0.1713486813191479
23,0.2703870450691171,0.06509743307877104,0.18754092657105018,0.2020418950899813,0.20159939704787447,0.12250776761127907,0.12150964323623394,0.21468717899431222,0.3272552503818383,0.2265707610845566,0.3272552503818382,0.1422447534467677,0.18754092657105018
24,0.22105384904981373,0.042772735705314646,0.15284201019720586,0.17492132829384918,0.16652986442216314,0.09858565935018596,0.11697681735222482,0.2114447394257564,0.28651399041756376,0.17811268776226843,0.28651399041756376,0.15087447581519364,0.15284201019720586
25,0.21167744625076407,0.04138460425890949,0.1537413300346602,0.17663163474029187,0.15625864378636878,0.09104397954241333,0.11885726018129325,0.2190843942977609,0.2853925158930532,0.1470335972581181,0.2853925158930532,0.16910212196364816,0.1537413300346602
