,Moy demand,Cathaleen's Fall demand,Binbane demand,Letterkenny demand,Sligo demand,Trillick demand,Ardnagappary demand
0,19.676426511468655,8.725688031693418,10.23814062385361,25.71169406672327,28.591171117182096,9.147429619891932,4.362844015846709
1,19.676426511468655,8.725688031693418,10.23814062385361,25.71169406672327,28.591171117182096,9.147429619891932,4.362844015846709
2,19.11997846107018,8.478926146816043,9.948606678930824,24.984569045951275,27.78261467440057,8.88874091057882,4.239463073408022
3,18.424418398072085,8.17047379071933,9.586689247777347,24.075662769986288,26.77191912092367,8.56538002393743,4.085236895359665
4,17.728858335073987,7.862021434622612,9.224771816623864,23.166756494021296,25.76122356744676,8.242019137296039,3.931010717311306
5,17.033298272075893,7.5535690785258955,8.862854385470385,22.257850218056305,24.750528013969852,7.918658250654647,3.7767845392629478
6,16.3377382090778,7.245116722429179,8.500936954316904,21.348943942091314,23.739832460492945,7.595297364013256,3.6225583612145895
7,14.813045942519913,6.568978245019917,7.707601140823369,19.356589228658688,21.52435204951526,6.88647886019588,3.2844891225099584
8,14.436053413727702,6.401797522717384,7.511442426655065,18.86396336694056,20.976556549437298,6.711217736315391,3.200898761358692
9,14.184725061199556,6.290343707849027,7.380669950542859,18.535546125795133,20.611359549385313,6.594376987061731,3.1451718539245137
10,14.059060884935485,6.23461680041485,7.315283712486757,18.371337505222424,20.428761049359323,6.535956612434901,3.117308400207425
11,14.059060884935485,6.23461680041485,7.315283712486757,18.371337505222424,20.428761049359323,6.535956612434901,3.117308400207425
12,14.31038923746363,6.346070615283207,7.446056188598963,18.699754746367848,20.79395804941131,6.652797361688561,3.1730353076416034
13,15.064374295048058,6.6804320598882745,7.838373616935575,19.685006469804115,21.889549049567247,7.003319609449541,3.3402160299441372
14,16.1953518814247,7.181974226795877,8.426849759440495,21.162884054958514,23.532935549801156,7.52910298109101,3.5909871133979383
15,17.075001115273206,7.572062578835125,8.884553425833213,22.3123443989675,24.81112504998309,7.938045603478822,3.7860312894175623
16,17.326329467801347,7.6835163937034805,9.015325901945417,22.640761640112924,25.176322050035072,8.054886352732481,3.8417581968517402
17,17.326329467801347,7.6835163937034805,9.015325901945417,22.640761640112924,25.176322050035072,8.054886352732481,3.8417581968517402
18,17.200665291537277,7.627789486269302,8.949939663889316,22.476553019540212,24.993723550009083,7.996465978105652,3.813894743134651
19,17.075001115273206,7.572062578835125,8.884553425833213,22.3123443989675,24.81112504998309,7.938045603478822,3.7860312894175623
20,16.949336939009132,7.516335671400945,8.81916718777711,22.148135778394785,24.628526549957098,7.879625228851991,3.7581678357004726
21,16.82367276274506,7.460608763966768,8.753780949721007,21.983927157822073,24.44592804993111,7.8212048542251615,3.730304381983384
22,16.949336939009132,7.516335671400945,8.81916718777711,22.148135778394785,24.628526549957098,7.879625228851991,3.7581678357004726
23,17.57765782032949,7.794970208571836,9.146098378057621,22.969178881258344,25.54151905008705,8.171727101986141,3.897485104285918
24,18.331642877913918,8.129331653176905,9.538415806394234,23.95443060469461,26.63711005024299,8.52224934974712,4.0646658265884525
25,18.331642877913918,8.129331653176905,9.538415806394234,23.95443060469461,26.63711005024299,8.52224934974712,4.0646658265884525
26,17.828986172857633,7.906424023440192,9.276870854169825,23.297596122403768,25.906716050139032,8.2885678512398,3.953212011720096
27,17.200665291537277,7.627789486269302,8.949939663889316,22.476553019540212,24.993723550009083,7.996465978105652,3.813894743134651
28,16.572344410216918,7.349154949098411,8.623008473608802,21.655509916676653,24.080731049879127,7.704364104971502,3.6745774745492055
29,15.94402352889656,7.070520411927522,8.296077283328293,20.834466813813098,23.167738549749178,7.412262231837352,3.535260205963761
30,15.3157026475762,6.79188587475663,7.9691460930477795,20.01342371094954,22.254746049619225,7.120160358703201,3.395942937378315
31,14.408759294356377,6.389693700379768,7.497240608445595,18.82829743711905,20.936896358244375,6.698528895898124,3.194846850189884
32,14.048612042570976,6.22998316743724,7.309846916459695,18.357683733381734,20.413578178636023,6.53109902053004,3.11499158371862
33,13.808513874714041,6.123509478808888,7.184917788469095,18.043941264223523,20.064699392230455,6.4194791036179835,3.061754739404444
34,13.688464790785575,6.070272634494712,7.122453224473796,17.88707002964442,19.890259999027673,6.363669145161957,3.035136317247356
35,13.688464790785575,6.070272634494712,7.122453224473796,17.88707002964442,19.890259999027673,6.363669145161957,3.035136317247356
36,13.928562958642512,6.176746323123066,7.247382352464396,18.20081249880263,20.239138785433244,6.475289062074014,3.088373161561533
37,14.648857462213309,6.49616738900812,7.622169736436194,19.142039906277258,21.28577514464994,6.810148812810179,3.24808369450406
38,15.72929921756951,6.9752989878357035,8.184350812393893,20.553881017489207,22.855729683474987,7.3124384389144295,3.4876494939178517
39,16.569642805068778,7.347956898034935,8.621602760360991,21.651979659542942,24.076805435894475,7.703108148106624,3.6739784490174676
40,16.809740972925713,7.454430586663289,8.746531888351592,21.965722128701156,24.425684222300042,7.814728065018681,3.7272152933316445
41,16.809740972925713,7.454430586663289,8.746531888351592,21.965722128701156,24.425684222300042,7.814728065018681,3.7272152933316445
42,16.68969188899725,7.401193742349113,8.684067324356294,21.808850894122052,24.251244829097264,7.758918106562654,3.7005968711745565
43,16.569642805068778,7.347956898034935,8.621602760360991,21.651979659542942,24.076805435894475,7.703108148106624,3.6739784490174676
