,Moy demand,Cathaleen's Fall demand,Binbane demand,Letterkenny demand,Sligo demand,Trillick demand,Ardnagappary demand
0,19.357537442056067,8.581028458376226,10.073381233746003,25.298249451701146,28.125109997353515,8.99716528996972,4.290514229188113
1,19.357537442056067,8.581028458376226,10.073381233746003,25.298249451701146,28.125109997353515,8.99716528996972,4.290514229188113
2,18.812142389552108,8.33925956186224,9.789565572620889,24.58547593237981,27.33269020275918,8.743671814862248,4.16962978093112
3,18.13039857392216,8.037048441219758,9.434795996214497,23.694509033228147,26.342165459516263,8.426804970977905,4.018524220609879
4,17.448654758292218,7.7348373205772765,9.080026419808107,22.803542134076483,25.351640716273348,8.109938127093566,3.8674186602886382
5,16.76691094266227,7.432626199934796,8.725256843401716,21.912575234924823,24.361115973030433,7.793071283209224,3.716313099967398
6,16.085167127032324,7.130415079292313,8.370487266995324,21.021608335773156,23.370591229787514,7.476204439324883,3.5652075396461567
7,14.369049482566076,6.36967501154523,7.477444578770486,18.778824490558925,20.877195690014464,6.67857229471381,3.184837505772615
8,14.008783301186538,6.2099721379611195,7.289967292389139,18.307994781313464,20.353754833451163,6.511124632945855,3.1049860689805597
9,13.76860584693351,6.103503555571713,7.1649824348015745,17.994108308483156,20.004794262408957,6.399492858433885,3.0517517777858565
10,13.648517119806996,6.050269264377008,7.102490006007792,17.837165072068,19.830313976887854,6.343676971177899,3.025134632188504
11,13.648517119806996,6.050269264377008,7.102490006007792,17.837165072068,19.830313976887854,6.343676971177899,3.025134632188504
12,13.888694574060024,6.156737846766416,7.227474863595356,18.15105154489831,20.179274547930056,6.4553087456898695,3.078368923383208
13,14.609226936819104,6.476143593934636,7.60242943635805,19.092710963389234,21.22615626105667,6.79020406922578,3.238071796967318
14,15.690025480957722,6.9552522146869675,8.16486129550209,20.50520009112562,22.79647883074658,7.292547054529645,3.4776261073434838
15,16.530646570843313,7.32789225304989,8.602308297058565,21.603802746031693,24.017840829394288,7.683258265321538,3.663946126524945
16,16.77082402509634,7.434360835439296,8.72729315464613,21.917689218862,24.36680140043649,7.794890039833509,3.717180417719648
