,Moy wind,Corderry wind,Clogher wind,Cathaleen's Fall wind,Binbane wind,Letterkenny wind,Drumkeen wind,Glenree wind,Sorne Hill wind,Sligo wind,Trillick wind,Tievebrack wind,Ardnagappary wind,Croaghonagh wind
0,0.4889186457951982,0.8481458796204147,0.8996784683753563,0.8939735464906166,0.8999283143983094,0.8999901584759588,0.8999875520754267,0.6331980357991394,0.9000000000000001,0.8162812506031114,0.9000000000000001,0.9,0.8995446951590194,0.8996784683753563
1,0.3834882963250691,0.7854516725395119,0.8986715063844403,0.875762325126018,0.8992477896646568,0.8999201286756331,0.8997538903179322,0.500238584763182,0.8999988859780018,0.7321847007267756,0.8999988859780018,0.8999866330822283,0.8958444931338712,0.8986715063844403
2,0.4228566465506056,0.8316563116078177,0.8992760291390011,0.8688895764148754,0.8988530482377884,0.8990843722404062,0.8992337361673313,0.5586447531730676,0.8994595320582431,0.7584758499034688,0.8994595320582432,0.8999565296960944,0.8888347513791626,0.8992760291390011
3,0.4387972612195273,0.8287403544966748,0.898988031224278,0.8365932398004744,0.8977592133459729,0.897928133109235,0.8964245672069424,0.5552221150923125,0.8989582016694738,0.7331092990580433,0.8989582016694737,0.899808311035467,0.8843428824551234,0.898988031224278
4,0.6638692095857639,0.8883317084973806,0.8999982971622793,0.8974707365139668,0.899980703687266,0.8999912587498411,0.8999804013396133,0.754549727226218,0.8999530336270264,0.8529633730041896,0.8999530336270264,0.9,0.8991304253677821,0.8999982971622793
5,0.4788835060184713,0.8406445352039231,0.8998686026421334,0.8686757395868019,0.8982316632754352,0.8989285223024323,0.8986237807913174,0.5639977976015028,0.8982534297067752,0.764195480393875,0.8982534297067752,0.8998882221523199,0.8769357684077631,0.8998686026421334
6,0.4893609471705831,0.8359485617213492,0.8994956610002318,0.8656729449537199,0.8960913886187657,0.8930230637112238,0.8945223266165294,0.6051907164451229,0.895635511935226,0.7382006511595378,0.895635511935226,0.8995335506255283,0.8104574105215814,0.8994956610002318
7,0.37471171698301264,0.7721825571335226,0.8965274933613907,0.8404840700993594,0.8914658767978468,0.8739632772630056,0.8780934145081906,0.47729163734326296,0.8703853079671912,0.6813766722614255,0.8703853079671912,0.8994874399263381,0.8239708618346535,0.8965274933613907
8,0.4761762781253128,0.8496631287535785,0.8993210025488283,0.8842529714610152,0.899131030339462,0.8886610145920308,0.8913865855075651,0.6156887234677533,0.8771000070582484,0.7573479960838156,0.8771000070582482,0.8999634120132644,0.874586957244835,0.8993210025488283
9,0.5313687743079278,0.8595824271718389,0.8999839347040189,0.8970242095255863,0.8999347788225809,0.8983068340207399,0.8989174980977541,0.5775382911811833,0.8969119096939356,0.7456902712972249,0.8969119096939355,0.9,0.8956883404254478,0.8999839347040189
10,0.5394130671913202,0.8863495595883737,0.8999956167844508,0.8989015074498667,0.8999778463828942,0.8992593249026606,0.8991266800621649,0.6004876647146236,0.8961812527606356,0.7645363178958389,0.8961812527606355,0.8999988171414394,0.8956678024804503,0.8999956167844508
11,0.5673059023956666,0.8948256674262314,0.8999936627470172,0.8987993235832638,0.8999792470619016,0.8994168201134869,0.8992945200857614,0.6660137860265717,0.8988753602749231,0.8061124949343619,0.8988753602749231,0.8999960432548821,0.8971481137280657,0.8999936627470172
12,0.37257523941550386,0.8592576659853982,0.8999638309023926,0.8962105920261911,0.8996827807910003,0.8972897378694737,0.8975638411063706,0.5055241896373877,0.8982107515464863,0.6842599957530084,0.8982107515464863,0.9,0.8884726226432955,0.8999638309023926
13,0.5910751463859221,0.8938618844397725,0.8999741060128039,0.8990708142750208,0.8998810642032866,0.895392058561923,0.8984548005258705,0.6905682403543318,0.8971963962740762,0.8088436429052049,0.8971963962740763,0.9,0.8957053099067396,0.8999741060128039
14,0.5552943703016052,0.8803358474745085,0.8996363604931221,0.8937780221097581,0.8992550296278922,0.881990304908461,0.8930857102289051,0.6510106645242781,0.8907687532181862,0.7890252057710803,0.8907687532181862,0.8999474987289302,0.8909576421616638,0.8996363604931221
15,0.3928263106409192,0.7863167288754878,0.8968814065608689,0.8644006757744698,0.8943491496649746,0.8236429663331093,0.8613009295798322,0.4204128372514252,0.8355709982372534,0.6294656745880675,0.8355709982372534,0.89930073023673,0.8770199303856465,0.8968814065608689
