,Moy demand,Cathaleen's Fall demand,Binbane demand,Letterkenny demand,Sligo demand,Trillick demand,Ardnagappary demand
0,19.704985348884726,12.491553212239426,13.715784072828619,48.441422316008286,39.72519181756188,14.71276249821862,7.088809833471552
1,21.461661160296185,13.605160199830618,14.938529773405568,52.75991701906146,43.266645025165566,16.02438762973008,7.720768728425004
2,22.827964569171776,14.471298967957107,15.889554207187647,56.11874623254728,46.02110863107956,17.04454050979455,8.212292313388804
3,23.218336971707654,14.718767187421816,16.161275473982524,57.07841172211465,46.80809823276926,17.33601276124154,8.352727623378462
4,23.218336971707654,14.718767187421816,16.161275473982524,57.07841172211465,46.80809823276926,17.33601276124154,8.352727623378462
5,23.023150770439713,14.595033077689461,16.025414840585086,56.59857897733096,46.414603431924405,17.190276635518046,8.282509968383632
6,22.827964569171776,14.471298967957107,15.889554207187647,56.11874623254728,46.02110863107956,17.04454050979455,8.212292313388804
7,22.63277836790383,14.347564858224748,15.753693573790205,55.63891348776358,45.627613830234694,16.898804384071052,8.142074658393975
8,22.437592166635895,14.223830748492396,15.617832940392768,55.15908074297991,45.234119029389845,16.75306825834756,8.071857003399149
9,22.63277836790383,14.347564858224748,15.753693573790205,55.63891348776358,45.627613830234694,16.898804384071052,8.142074658393975
10,23.608709374243528,14.966235406886522,16.432996740777398,58.03807721168201,47.59508783445896,17.627485012688528,8.493162933368115
11,24.77982658185118,15.708640065280658,17.24816054116204,60.91707368038415,49.9560566395281,18.50190176702951,8.914468863337087
12,24.77982658185118,15.708640065280658,17.24816054116204,60.91707368038415,49.9560566395281,18.50190176702951,8.914468863337087
13,23.999081776779416,15.213703626351236,16.704718007572282,58.99774270124939,48.38207743614868,17.918957264135525,8.633598243357774
14,23.023150770439713,14.595033077689461,16.025414840585086,56.59857897733096,46.414603431924405,17.190276635518046,8.282509968383632
15,22.047219764100007,13.976362529027684,15.346111673597887,54.19941525341252,44.447129427700126,16.461596006900564,7.93142169340949
16,21.07128875776031,13.35769198036591,14.666808506610693,51.80025152949409,42.47965542347586,15.732915378283089,7.58033341843535
17,20.095357751420607,12.739021431704135,13.987505339623496,49.401087805575656,40.51218141925159,15.00423474966561,7.229245143461208
18,20.025734671046298,12.694885371823993,13.939043738663552,49.22993106632215,40.37182149642853,14.952250552377203,7.2041984475081
19,19.410545995380083,12.304899693499873,13.510837632944991,47.7175922386427,39.131602957204116,14.492918829139816,6.982886152355856
20,19.00042021160261,12.044909241283795,13.225366895799286,46.70936635352308,38.30479059772118,14.186697680314895,6.835344622254361
21,18.795357319713872,11.914914015175757,13.082631527226434,46.205253410963266,37.891384417979715,14.033587105902432,6.761573857203613
22,18.795357319713872,11.914914015175757,13.082631527226434,46.205253410963266,37.891384417979715,14.033587105902432,6.761573857203613
23,19.205483103491346,12.174904467391837,13.36810226437214,47.213479296082895,38.71819677746265,14.339808254727357,6.90911538730511
24,20.435860454823775,12.954875824040071,14.224514475809258,50.23815695144178,41.198633855911474,15.258471701202128,7.351739977609595
25,22.28142648182242,14.124832859012429,15.50913279296494,54.77517343448012,44.91928947358471,16.636466870914287,8.015676863066325
26,23.71686672504359,15.034799441768705,16.508280372974912,58.303964032398824,47.813132731775006,17.70824089180152,8.53207221842156
