,Moy demand,Cathaleen's Fall demand,Binbane demand,Letterkenny demand,Sligo demand,Trillick demand,Ardnagappary demand
0,22.252096313754652,14.10281865712795,15.488048493878237,54.70184206401143,44.857868330509376,16.615389797190975,8.001912780376673
1,24.22983478488427,15.35625952922798,16.86460686020753,59.56367332549034,48.84477952661439,18.092144847653653,8.71311277363719
2,25.76807581798509,16.331157985305783,17.935263367352537,63.345097639973936,51.945710456918285,19.24073210912463,9.266268323950928
3,26.20757325601389,16.60970040132801,18.241165226536822,64.42550458696924,52.8316907227194,19.568899898116335,9.42431276689771
4,26.20757325601389,16.60970040132801,18.241165226536822,64.42550458696924,52.8316907227194,19.568899898116335,9.42431276689771
5,25.987824536999486,16.470429193316892,18.088214296944674,63.88530111347158,52.38870058981883,19.40481600362048,9.345290545424318
6,25.76807581798509,16.331157985305783,17.935263367352537,63.345097639973936,51.945710456918285,19.24073210912463,9.266268323950928
7,25.548327098970677,16.191886777294663,17.782312437760385,62.80489416647626,51.502720324017716,19.07664821462877,9.187246102477536
8,25.32857837995628,16.05261556928355,17.629361508168245,62.26469069297861,51.05973019111717,18.91256432013292,9.108223881004145
9,25.548327098970677,16.191886777294663,17.782312437760385,62.80489416647626,51.502720324017716,19.07664821462877,9.187246102477536
10,26.64707069404269,16.888242817350235,18.547067085721103,65.50591153396455,53.7176709885205,19.897067687108038,9.58235720984449
11,27.965563008129106,17.723870065416925,19.464772663273965,68.74713237495048,56.375611785923844,20.881571054083157,10.056490538684837
12,27.965563008129106,17.723870065416925,19.464772663273965,68.74713237495048,56.375611785923844,20.881571054083157,10.056490538684837
13,27.0865681320715,17.16678523337247,18.852968944905395,66.58631848095987,54.603651254321626,20.225235476099748,9.740401652791274
14,25.987824536999486,16.470429193316892,18.088214296944674,63.88530111347158,52.38870058981883,19.40481600362048,9.345290545424318
15,24.889080941927478,15.774073153261321,17.32345964898396,61.18428374598331,50.17374992531606,18.584396531141213,8.950179438057363
16,23.790337346855466,15.077717113205749,16.55870500102324,58.483266378495024,47.95879926081327,17.763977058661947,8.555068330690409
17,22.691593751783458,14.38136107315018,15.793950353062526,55.78224901100675,45.74384859631049,16.94355758618268,8.159957223323454
18,21.61613664217229,13.699763421562173,15.045403715843095,53.13847630181691,43.5758410190546,16.140525870231297,7.773219997814273
