,Moy wind,Corderry wind,Clogher wind,Cathaleen's Fall wind,Binbane wind,Letterkenny wind,Drumkeen wind,Glenree wind,Sorne Hill wind,Sligo wind,Trillick wind,Tievebrack wind,Ardnagappary wind,Croaghonagh wind
0,0.07203257487732069,0.6756680602045887,0.43539351592924175,0.310283306476782,0.30608597625450007,0.46084303975535074,0.4067258376364221,0.16861937410056443,0.2229774781650789,0.2929022573505852,0.22297747816507896,0.7661672685911514,0.28496213567466266,0.43539351592924175
1,0.16983493948251815,0.7676159718793226,0.6184517398184076,0.47826835519247357,0.4531890911068085,0.7004200252980002,0.5999890490535089,0.22682135444135337,0.4373008098216439,0.36100097275753845,0.437300809821644,0.8238167118312635,0.38027921578517654,0.6184517398184076
2,0.14641530674308464,0.786916549940736,0.6838079086280726,0.4407018070556611,0.4110534893643164,0.7124193808172852,0.6016065168230489,0.20941810598160487,0.4991766752890968,0.3300763330675396,0.49917667528909687,0.8367251486682953,0.44242811516845104,0.6838079086280726
3,0.306876669089654,0.8631809802465745,0.8278757717302947,0.6608171189712311,0.5732007899771837,0.7756594523399518,0.7124824239391706,0.46697598007578284,0.48785232052891525,0.5348419573233204,0.48785232052891525,0.8957308211597114,0.6653990784445085,0.8278757717302947
4,0.33746591787498353,0.8354428711557036,0.7858936820765551,0.5361779176031365,0.4805889217725382,0.7371310220184475,0.6596579609927031,0.46021668444302827,0.35672491088849984,0.5226879450408094,0.35672491088849984,0.8947225001462892,0.6800291835298269,0.7858936820765551
5,0.4758682052139107,0.8764942500565246,0.8673515584417367,0.7149329760055458,0.7165368376850388,0.8033258227669009,0.7614121137049106,0.49169021380870315,0.46589339819511055,0.5487822668260559,0.4658933981951105,0.8997706004463071,0.8260517366510102,0.8673515584417367
6,0.1294023296789923,0.43883284175723236,0.503618545949308,0.2855760129809223,0.25769213405587466,0.504593633150614,0.3977822407952324,0.14952488487611473,0.2199461177074556,0.16998621477293,0.2199461177074556,0.8063472912258695,0.38913926343760996,0.503618545949308
7,0.10626844366995872,0.47871053747503234,0.5255779720193736,0.2643572676345326,0.2428727597778285,0.4269260881992679,0.3611630394407818,0.11068739476420345,0.19328205742058754,0.14408194671916916,0.19328205742058754,0.8036639750948688,0.3562299845910766,0.5255779720193736
8,0.09334851321341962,0.36137372913596827,0.37849539581254854,0.19208649006725065,0.18235941186961488,0.3063171051339627,0.315645223990783,0.0931852352969452,0.14388482512492592,0.1077846348294193,0.14388482512492598,0.6481042904668186,0.292986471573731,0.37849539581254854
9,0.32583475041661075,0.7074533772295922,0.7049914081914144,0.5043565505652552,0.4473615737523374,0.5863010297774974,0.675439092064551,0.24417161982358523,0.27435085234856244,0.28026980001859625,0.2743508523485625,0.8757171698272026,0.4784007284600042,0.7049914081914144
10,0.32766337561566017,0.7074243978066324,0.5638554746033938,0.4076183952435408,0.3144914846546683,0.4882098150785926,0.5594083182211561,0.23611695048261894,0.2013508823719226,0.30175349234674714,0.2013508823719226,0.7750936845762549,0.3156177556641957,0.5638554746033938
11,0.4768058752895221,0.8086817248967264,0.6330270491729386,0.4947586238749305,0.4635348722886181,0.5558379241782414,0.6432999194223102,0.36566653903065965,0.20284087166577702,0.4376725157445096,0.20284087166577705,0.8698987371154223,0.43256246957385325,0.6330270491729386
12,0.34951476937879994,0.7649917654185283,0.44116921465367953,0.32274066647963806,0.32557994932948386,0.4627801082728615,0.5211875490445779,0.2993696499162939,0.17267089887107814,0.3453485792944754,0.17267089887107814,0.7553329642810632,0.3150080458076483,0.44116921465367953
